ingredients,instructions,time,title
"['12 ounces cream cheese, softened', '1 (8 ounce) package shredded Cheddar cheese', '1 tablespoon bacon bits', '12 ounces jalapeno peppers, seeded and halved', '1 cup milk', '1 cup all-purpose flour', '1 cup dry bread crumbs', '2 quarts oil for frying']","In a medium bowl, mix the cream cheese, Cheddar cheese and bacon bits. Spoon this mixture into the jalapeno pepper halves.
Put the milk and flour into two separate small bowls. Dip the stuffed jalapenos first into the milk then into the flour, making sure they are well coated with each. Allow the coated jalapenos to dry for about 10 minutes.
Dip the jalapenos in milk again and roll them through the breadcrumbs. Allow them to dry, then repeat to ensure  the entire surface of the jalapeno is coated.
In a medium skillet, heat the oil to 365 degrees F ( 180 degrees C). Deep fry the coated jalapenos 2 to 3 minutes each, until golden brown. Remove and let drain on a paper towel.",60,Best Ever Jalapeno Poppers
"['2 cloves garlic, divided', '1 (19 ounce) can garbanzo beans, half the liquid reserved', '4 tablespoons lemon juice', '2 tablespoons tahini', '1 teaspoon salt', 'black pepper to taste', '2 tablespoons olive oil']","In a blender, chop garlic. Pour garbanzo beans into the blender, reserving about 1 tablespoon for garnish. Add reserved liquid, lemon juice, tahini, and salt to the blender. Blend until creamy and well mixed.
Transfer the mixture to a medium serving bowl. Sprinkle with pepper and pour olive oil over the top. Garnish with reserved garbanzo beans.",15,Real Hummus
"['2 (14.5 ounce) cans stewed tomatoes', '½ onion, finely diced', '1 teaspoon minced garlic', '½ lime, juiced', '1 teaspoon salt', '¼ cup canned sliced green chiles, or to taste', '3 tablespoons chopped fresh cilantro']","Place the tomatoes, onion, garlic, lime juice, salt, green chiles, and cilantro in a blender or food processor. Blend on low to desired consistency.",10,D's Famous Salsa
"['1 (8 ounce) package cream cheese, softened', '1 (7 ounce) jar marshmallow creme']","Using an electric mixer, blend cream cheese and marshmallow creme until mixed thoroughly.",5,Fruit Dip II
"['1 pound bacon', '1 cup mayonnaise', '1 cup sour cream', '1 tomato - peeled, seeded and diced']","Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain on paper towels.
In a medium bowl, combine mayonnaise and sour cream. Crumble bacon into the sour cream and mayonnaise mixture. Mix in tomatoes just before serving.",25,BLT Dip
"['1 (16 ounce) container frozen whipped topping, thawed', '1 (5 ounce) package instant vanilla pudding mix', '1 (15 ounce) can solid pack pumpkin', '1 teaspoon pumpkin pie spice']","In a large bowl, mix together instant vanilla pudding mix, pumpkin and pumpkin pie spice. Fold in the thawed frozen whipped topping. Chill in the refrigerator until serving.",5,Pumpkin Fluff Dip
"['8 roma (plum) tomatoes, diced', '⅓ cup chopped fresh basil', '¼ cup shredded Parmesan cheese', '2 cloves garlic, minced', '1 tablespoon balsamic vinegar', '1 teaspoon olive oil', '¼ teaspoon kosher salt', '¼ teaspoon freshly ground black pepper', '1 loaf French bread, toasted and sliced']","In a bowl, toss together the tomatoes, basil, Parmesan cheese, and garlic. Mix in the balsamic vinegar, olive oil, kosher salt, and pepper. Serve on toasted bread slices.",15,Balsamic Bruschetta
"['1 mango - peeled, seeded and diced', '1 avocado - peeled, pitted, and diced', '4 medium tomatoes, diced', '1 jalapeno pepper, seeded and minced', '½ cup chopped fresh cilantro', '3 cloves garlic, minced', '1 teaspoon salt', '2 tablespoons fresh lime juice', '¼ cup chopped red onion', '3 tablespoons olive oil']","In a medium bowl, combine the mango, avocado, tomatoes, jalapeno, cilantro, and garlic. Stir in the salt, lime juice, red onion, and olive oil. To blend the flavors, refrigerate for about 30 minutes before serving.",45,"Avocado, Tomato and Mango Salsa"
"['1 tablespoon salt', '¼ cup distilled white vinegar', '6 cups water', '8 eggs']","Combine the salt, vinegar, and water in a large pot, and bring to a boil over high heat. Add the eggs one at a time, being careful not to crack them. Reduce the heat to a gentle boil, and cook for 14 minutes.
Once the eggs have cooked, remove them from the hot water, and place into a container of ice water or cold, running water. Cool completely, about 15 minutes. Store in the refrigerator up to 1 week.",40,Ken's Perfect Hard Boiled Egg (And I Mean Perfect)
"['1 (8 ounce) package cream cheese, softened', '1 tablespoon sour cream', '1 (7 ounce) can tomatillo salsa', '1 teaspoon freshly ground black pepper', '1 teaspoon celery salt', '½ teaspoon ground cumin', '2 teaspoons garlic powder', '1 bunch fresh cilantro, chopped', '1 tablespoon fresh lime juice']","Combine cream cheese, sour cream, salsa, pepper, celery salt, cumin, garlic powder, cilantro and lime juice in a blender or food processor. Blend until smooth and creamy. Place in a serving bowl.",10,Amy's Cilantro Cream Sauce
"['8 slices bacon', '1 tomato, chopped', '½ onion, chopped', '3 ounces shredded Swiss cheese', '½ cup mayonnaise', '1 teaspoon dried basil', '1 (16 ounce) can refrigerated buttermilk biscuit dough']","Preheat oven to 375 degrees F (190 degrees C). Lightly grease a mini muffin pan.
In a skillet over medium heat, cook bacon until evenly brown. Drain on paper towels. Crumble bacon into a medium mixing bowl; add chopped tomato, onion, Swiss cheese, mayonnaise, and basil.
Separate biscuits into halves horizontally. Place each half into prepared mini muffin pan. Fill each biscuit half with the bacon mixture.
Bake in preheated oven until golden brown, 10 to 12 minutes.",42,Bacon and Tomato Cups
"['2 skinless, boneless chicken breast halves - cubed', '3 tablespoons chopped onion', '3 cloves garlic, peeled and minced', '¾ (8 ounce) package cream cheese', '6 tablespoons butter', '3 (10 ounce) cans refrigerated crescent roll dough']","In a medium saucepan over medium heat, slowly cook and stir skinless, boneless chicken breast halves, onion and garlic. Cook until onions are tender and chicken is lightly browned.
In a medium bowl, blend chicken mixture, cream cheese and butter until creamy.
Preheat oven to 325 degrees F (165 degrees C).
Unroll croissants and divide in half to create 12 rectangles. Place approximately one tablespoon of the chicken mixture on each rectangle. Fold into balls.
Arrange balls on a large baking sheet. Bake in the preheated oven 12 minutes, or until golden brown.",35,Chicken Puffs
"['1 (1 pound) loaf Italian bread', '5 tablespoons butter, softened', '2 teaspoons extra virgin olive oil', '3 cloves garlic, crushed', '1 teaspoon dried oregano', 'salt and pepper to taste', '1 cup shredded mozzarella cheese']","Preheat the broiler.
Cut the bread into slices 1 to 2 inches thick.
In a small bowl, mix butter, olive oil, garlic, oregano, salt and pepper. Spread the mixture evenly on the bread slices.
On a medium baking sheet, arrange the slices evenly and broil 5 minutes, or until slightly brown. Check frequently so they do not burn.
Remove from broiler. Top with cheese and return to broiler 2 to 3 minutes, until cheese is slightly brown and melted. Serve at once.",15,Toasted Garlic Bread
"['1 pound ground pork sausage', '1 (8 ounce) package cream cheese, softened', '1 cup shredded Parmesan cheese', '1 pound large fresh jalapeno peppers, halved lengthwise and seeded', '1 (8 ounce) bottle Ranch dressing (optional)']","Preheat oven to 425 degrees F (220 degrees C).
Place sausage in a skillet over medium heat, and cook until evenly brown. Drain grease.
In a bowl, mix the sausage, cream cheese, and Parmesan cheese. Spoon about 1 tablespoon sausage mixture into each jalapeno half. Arrange stuffed halves in baking dishes.
Bake 20 minutes in the preheated oven, until bubbly and lightly browned. Serve with Ranch dressing.",45,Sausage Stuffed Jalapenos
"['2 (8 ounce) packages cream cheese, softened', '1 (1 ounce) package ranch dressing mix', '2 green onions, minced', '4 (12 inch) flour tortillas', '½ cup red bell pepper, diced', '½ cup diced celery', '1 (2 ounce) can sliced black olives', '½ cup shredded Cheddar cheese']","In a medium-size mixing bowl, combine cream cheese, ranch dressing mix, and green onions. Spread this mixture on each tortilla. Sprinkle red pepper, celery, black olives, and cheese (if you'd like) over the cream cheese mixture. Roll up the tortillas, then wrap them tightly in aluminum foil.
Chill 2 hours or overnight. Cut off ends of the rolls, and slice the chilled rolls into 1 inch slices.",140,Party Pinwheels
"['2 avocados', '1 small onion, finely chopped', '1 clove garlic, minced', '1 ripe tomato, chopped', '1 lime, juiced', 'salt and pepper to taste']","Peel and mash avocados in a medium serving bowl. Stir in onion, garlic, tomato, lime juice, salt and pepper.  Season with remaining lime juice and salt and pepper to taste. Chill for half an hour to blend flavors.",40,Easy Guacamole
"['2 tablespoons olive oil', '6 green onions, chopped', '⅜ cup olive oil', '1 (16 ounce) can canned crabmeat, drained', '1 egg', '1 tablespoon mayonnaise', '1 teaspoon dry mustard', '8 ounces buttery round crackers, crushed', '½ teaspoon ground cayenne pepper', '1 teaspoon garlic powder', '¼ teaspoon Old Bay Seasoning TM', 'salt to taste', 'ground black pepper to taste', '1 cup panko (Japanese bread crumbs) or regular dry bread crumbs']","Heat 2 tablespoons oil in a skillet over high heat. Saute green onions briefly until tender; cool slightly.
Combine crabmeat, sauteed green onions, egg, mayonnaise, dry mustard, crushed crackers, cayenne pepper, garlic powder, Old Bay seasoning, salt and pepper. Form into 1/2 inch thick patties. Coat the patties with bread crumbs.
Heat 1/2 cup oil in a skillet over medium high heat. Cook cakes until golden brown on each side. Drain briefly on paper towels and serve hot.",30,My Crab Cakes
"['1 tablespoon vegetable oil', '1 potato, sliced paper thin (peel optional)', '½ teaspoon salt, or to taste']","Pour the vegetable oil into a plastic bag (a produce bag works well). Add the potato slices, and shake to coat.
Coat a large dinner plate lightly with oil or cooking spray. Arrange potato slices in a single layer on the dish.
Cook in the microwave for 3 to 5 minutes, or until lightly browned (if not browned, they will not become crisp). Times will vary depending on the power of your microwave. Remove chips from plate, and toss with salt (or other seasonings). Let cool. Repeat process with the remaining potato slices. You will not need to keep oiling the plate.",35,Potato Chips
"['1 (8 ounce) package cream cheese, softened', '1 (.7 ounce) package dry Italian-style salad dressing mix', '½ cup mayonnaise', '1 French baguette, cut into 1/2 inch thick circles', '1 cucumber, sliced', '2 teaspoons dried dill weed']","In a medium bowl, mix together cream cheese, dressing mix and mayonnaise.
Spread a thin layer of the cream cheese mixture on a slice of bread, and top with a slice of cucumber. Sprinkle with dill.  Repeat with remaining ingredients.",15,Creamy Dill Cucumber Toasties
"['oil for deep frying', '1 cup unbleached all-purpose flour', '2 teaspoons salt', '½ teaspoon ground black pepper', '½ teaspoon cayenne pepper', '¼ teaspoon garlic powder', '½ teaspoon paprika', '1 egg', '1 cup milk', '3 skinless, boneless chicken breasts, cut into 1/2-inch strips', '¼ cup hot pepper sauce', '1 tablespoon butter']","Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C).
Combine flour, salt, black pepper, cayenne pepper, garlic powder, and paprika in a large bowl. Whisk together the egg and milk in a small bowl. Dip each piece of chicken in the egg mixture, and then roll in the flour blend.  Repeat so that each piece of chicken is double coated.  Refrigerate breaded chicken for 20 minutes.
Fry chicken in the hot oil, in batches. Cook until the exterior is nicely browned, and the juices run clear, 5 to 6 minutes a batch.
Combine hot sauce and butter in a small bowl.  Microwave sauce on High until melted, 20 to 30 seconds. Pour sauce over the cooked chicken; mix to coat.",50,Boneless Buffalo Wings
"['2 cups diced, cooked chicken meat', '1 cup fresh broccoli, chopped', '½ cup red bell pepper, chopped', '1 clove crushed garlic', '1 cup shredded Cheddar cheese', '½ cup mayonnaise', '2 teaspoons dried dill weed', '¼ teaspoon salt', '2 tablespoons slivered almonds', '¼ cup diced onion', '2 (8 ounce) packages refrigerated crescent rolls', '1 egg white, beaten']","Preheat oven to 375 degrees F (190 degrees F).

In a large bowl, toss together chicken, broccoli, red bell pepper, garlic, Cheddar cheese, mayonnaise, dill weed, salt, almonds and onion.

Unroll crescent roll dough, and arrange flat on a medium baking sheet. Pinch together perforations to form a single sheet of dough. Using a knife or scissors, cut 1 inch wide strips in towards the center, starting on the long sides. There should be a solid strip about 3 inches wide down the center, with the cut strips forming a fringe down each side. Spread the chicken mixture along the center strip. Fold the side strips over chicken mixture, alternating strips from each side. Pinch or twist to seal.

Brush braided dough with the egg white. Bake in the preheated oven 25 to 28 minutes, or until golden brown.
",0,Chicken and Broccoli Braid
